,Index,Frequency (Hz),Z' (Ω),-Z'' (Ω),Z (Ω),-Phase (°),Time (s)
289,46,3.1623,1087.51653740668,462.624886491808,1181.82655442098,23.0446938501988,2017.44755490643
290,47,2.5119,1152.58849104744,407.762615081701,1222.59174704939,19.4827546928733,2023.77067389047
291,48,1.9953,1204.17448772515,357.28134626013,1256.05977456233,16.5257441725233,2030.2537918741
292,49,1.5849,1245.06988813778,313.187281225844,1283.85563809529,14.1193624449052,2034.10186486439
293,50,1.2589,1271.15823377353,273.98931233724,1300.35125968535,12.1636161543638,2038.00493685453
294,51,1.0,1299.01326293475,248.359215519103,1322.54215706481,10.8237960805267,2044.92106583707
295,52,0.79433,1321.62233190342,227.099086247032,1340.99201457729,9.75011938929315,2052.00419681919
296,53,0.63096,1341.03559860017,212.121536759851,1357.70837187898,8.98842790971097,2056.56228180768
297,54,0.50119,1359.96155319857,203.544253216807,1375.10933717863,8.51222403020614,2061.40037179546
298,55,0.39811,1379.71427776257,199.920532553804,1394.12327561034,8.24477285865053,2066.64346778223
299,56,0.31623,1399.5458739017,203.122886369311,1414.20916420531,8.25795455495805,2072.45657276755
300,57,0.25119,1420.89042290987,207.610316259537,1435.97758942623,8.31282466054208,2078.92969375121
301,58,0.19953,1444.16567536955,215.25149078706,1460.11907124098,8.4774705050621,2086.23782973276
302,59,0.15849,1468.53860440183,227.560263587277,1486.06504103367,8.80832427507748,2094.44598071203
303,60,0.12589,1501.03667451035,247.36001595578,1521.28172135168,9.35782690374516,2104.03915768781
304,61,0.1,1525.85387355264,266.276437115257,1548.91354968519,9.89899080926684,2115.26236765948
305,1,100000.0,52.4500643002636,1.13240620978977,52.4622873016966,1.23683390879816,2134.53272461082
306,2,79433.0,52.4263080846789,1.03339854239472,52.4364919873278,1.12923664770512,2136.52576060579
307,3,63096.0,52.4386521071596,1.00902201116466,52.4483589851458,1.10234658661472,2138.87380259986
308,4,50119.0,52.4939543584117,1.01002773595133,52.5036703498946,1.10228286981052,2141.25184859386
309,5,39811.0,52.5129368105,1.07120320362695,52.5238613276578,1.16860559296611,2143.61989158788
310,6,31623.0,52.5782919865434,1.14389636361436,52.5907338521997,1.24633367936264,2146.01293558184
311,7,25119.0,52.6196138313688,1.26431587998409,52.6348007919357,1.37640744818416,2148.46598057564
312,8,19953.0,52.7172978273682,1.42020834538811,52.7364246224917,1.54317976113944,2150.93402656941
313,9,15849.0,52.8270380701157,1.62474152070045,52.8520173339726,1.76162623749796,2153.45207256306
314,10,12589.0,52.9382807991276,1.86457712286868,52.9711074248444,2.01722181554386,2156.00012255662
315,11,10000.0,53.0724014927438,2.17317055223856,53.1168755712919,2.34479649441641,2158.79317154957
316,12,7943.3,53.2449986645526,2.5436361924612,53.3057217179152,2.73507193207708,2161.52122454268
317,13,6309.6,53.4151882737711,2.97734585578584,53.4981020847224,3.19034748473087,2164.44927653529
318,14,5011.9,53.6309009350217,3.51393099047041,53.7458951558899,3.74869798045693,2167.47233252766
319,15,3981.1,53.8777435372374,4.15411221802797,54.0376525858063,4.40892862486648,2170.52039151996
320,16,3162.3,54.1181131114554,4.93133897229799,54.3423248564504,5.20651516036684,2173.55844451229
321,17,2511.9,54.3935473101786,5.88847887036962,54.7113532312209,6.1786037662476,2176.72150550431
322,18,1995.3,54.7263693409673,7.03849052035287,55.1771315859122,7.32871680427766,2179.93956449618
323,19,1584.9,55.0393709110169,8.44836319682432,55.6839940286789,8.72660336286884,2183.07262148827
324,20,1258.9,55.4317872163361,10.1581112460193,56.3548601105856,10.3844746105998,2186.35568347998
325,21,1000.0,55.8479785272862,12.2990080333576,57.1862072897723,12.4196037470241,2189.43374147221
326,22,794.33,56.2745989898631,14.9308668780988,58.2216564278397,14.8594431516327,2192.98680646324
327,23,630.96,56.7654161299512,18.2111597562633,59.615088761778,17.7869860824924,2196.32486845481
328,24,501.19,57.3001335203502,22.3161240730225,61.4923954249019,21.2789358623198,2199.66292844639
329,25,398.11,57.8965559746367,27.4663191088282,64.0812755733859,25.3798185311875,2202.96599143805
330,26,316.23,58.6252723921118,33.9417702170997,67.7419096905284,30.0691852672118,2206.33405542954
331,27,251.19,59.5560010316257,42.0375357598287,72.8976794667559,35.2163123435835,2209.8371164207
332,28,199.53,60.7892940590991,52.2303261092352,80.1457749209568,40.6692609533235,2213.24018141211
333,29,158.49,62.5562736330112,65.0582580196469,90.2544420369387,46.1231854275167,2219.26929539688
334,30,125.89,65.0533587601348,80.9995646182639,103.888733529306,51.2309307683714,2222.85235838784
335,31,100.0,68.6671673231333,100.833030151915,121.993769667964,55.7451857970394,2226.66543137821
336,32,79.433,74.0992904127863,125.561961918532,145.796128619759,59.4533931656358,2230.53850236843
337,33,63.096,82.0237729257498,156.098069088339,176.336344801867,62.279731306257,2234.60157735817
338,34,50.119,94.4731074450125,193.144781909561,215.011801557981,63.9353080837853,2238.78465534761
339,35,39.811,112.250277287059,237.64055151326,262.817724810463,64.7161414652364,2243.13273333663
340,36,31.623,138.978731221001,290.270505033204,321.826123588546,64.4153479390452,2247.2258123263
341,37,25.119,177.265447224511,350.954560425864,393.182072662802,63.201880530365,2251.64389231515
342,38,19.953,232.096852578639,417.399911510369,477.589400118736,60.9235812782116,2256.14697730378
343,39,15.849,308.009479516902,485.822696837258,575.233458896907,57.6254801690426,2261.14506829116
344,40,12.589,402.79123008975,546.94987450315,679.260583470162,53.6308909774556,2273.16129126082
345,41,10.0,519.395997920981,593.904750237752,788.983558137493,48.8288668438777,2283.06647623581
346,42,7.9433,650.999657000248,618.914238534578,898.251294502422,43.5526829505215,2288.86458022117
347,43,6.3096,785.387860979488,617.064074749444,998.80036269533,38.1560363330994,2294.38268220724
348,44,5.0119,913.16196955347,591.354703129111,1087.91781286625,32.9266964375118,2300.54579619168
349,45,3.9811,1023.57083112328,544.46436994289,1159.36995668497,28.0096915663673,2306.60390917639
350,46,3.1623,1114.91669700927,489.73304813724,1217.73465899097,23.7137363573179,2312.97702616029
351,47,2.5119,1186.56764589738,431.484822459236,1262.58541505244,19.9833486959653,2319.32514414427
352,48,1.9953,1242.59884630895,379.671416776742,1299.30838432052,16.9903356090637,2325.80326412791
353,49,1.5849,1282.21671253937,330.34328926357,1324.08700117355,14.4471931259792,2329.65633711818
354,50,1.2589,1313.89414600303,293.790880638827,1346.33981908268,12.6041840495747,2333.86941310755
355,51,1.0,1342.99472194001,261.04321915974,1368.12952070629,10.9996501557965,2340.70554209029
356,52,0.79433,1366.34480863333,237.374704157357,1386.81104922518,9.85561145787015,2344.8186190799
357,53,0.63096,1387.36661139536,221.164967161839,1404.88435720324,9.05750873446513,2349.25170106871
358,54,0.50119,1407.04705634709,211.99060541281,1422.92706614158,8.5679400583875,2353.86978405705
359,55,0.39811,1426.03681052808,207.138761688959,1441.00223857395,8.26468780692131,2359.1178830438
360,56,0.31623,1447.0969454428,207.162173627668,1461.8501071218,8.14694309338192,2365.01099002892
361,57,0.25119,1465.46497851324,211.695885466663,1480.67645053614,8.21988371073041,2371.29910701305
362,58,0.19953,1492.42193421897,221.545806286655,1508.77625048286,8.44373279758886,2378.30723799535
363,59,0.15849,1514.42037071333,235.365536561246,1532.60105540622,8.83402140736846,2386.62038997436
364,60,0.12589,1542.27171824336,250.983587893912,1562.56033940627,9.2430762408598,2396.15356895029
365,61,0.1,1576.38138214374,274.825326149801,1600.1584989815,9.88951444726338,2407.41177492187
366,1,100000.0,58.3649294266983,1.71573216790999,58.3901423517316,1.68381784609478,865.412217815044
367,2,79433.0,58.3764419051049,1.67623189586007,58.4005027621234,1.64474962199258,867.440255809924
368,3,63096.0,58.4120700103274,1.69828072355989,58.4367528213829,1.66535639761112,869.758296804071
369,4,50119.0,58.5058023893331,1.76389609792978,58.5323862717384,1.72689191932699,872.116339798118
370,5,39811.0,58.6202461105797,1.88761109394816,58.650629405889,1.84432511087612,874.389383792379
371,6,31623.0,58.7818812283932,2.07610665765034,58.8185326202794,2.02277849477011,876.677425786602
372,7,25119.0,58.9174555107481,2.31143065734289,58.9627787298452,2.24665743053203,879.005466780725
373,8,19953.0,59.1727487259414,2.59660697208273,59.2296932251963,2.51263021971485,881.368511774758
374,9,15849.0,59.4119395636401,2.9420700954995,59.4847403891154,2.83496237661017,883.771554768691
375,10,12589.0,59.6756751886451,3.32103709857218,59.7680139926932,3.18530680897939,886.199601762561
376,11,10000.0,60.0189067682176,3.81379328183735,60.1399550120266,3.63586876332307,888.692649756267
377,12,7943.3,60.4234063785016,4.38797686630939,60.5825253630188,4.15355575428701,891.215693749897
378,13,6309.6,60.8525718066791,5.0263157275077,61.0598013858515,4.72181224616802,893.793743743388
379,14,5011.9,61.377448349291,5.77537647382841,61.6485696450804,5.37547981876143,896.401791736803
380,15,3981.1,61.9378027909241,6.67356872011412,62.2962914949958,6.1496833772349,899.054838730105
381,16,3162.3,62.533445772128,7.69588817274702,63.0052262507096,7.01601803679413,901.722889723369
382,17,2511.9,63.2566660827674,8.87926002686765,63.8768116183914,7.99033179953917,904.480938716405
383,18,1995.3,64.0630633778854,10.2773096367248,64.8821946509832,9.11401186370229,907.273990709353
384,19,1584.9,64.9581344561463,11.880207037567,66.035585492053,10.3642925540729,910.367047701544
385,20,1258.9,65.9226862935416,13.8260671490769,67.3569647547118,11.845046905609,913.505105693621
386,21,1000.0,66.9155938615816,16.0917552355921,68.8232612450932,13.5216481548362,916.503163686052
387,22,794.33,67.9985647059364,18.8082752809765,70.5517967249056,15.4613442584651,919.651223678104
388,23,630.96,69.0801717519538,22.1291883766219,72.5380666097977,17.7623756508206,922.724278670345
389,24,501.19,70.2063391221931,26.2268161509334,74.9451528676487,20.4840609796938,925.84733666246
390,25,398.11,71.2833472523385,31.3116358751433,77.857139278778,23.7137694239755,929.340402653641
391,26,316.23,72.36088089716,37.7138226313962,81.5992003740563,27.5281094932434,932.758465645011
392,27,251.19,73.4895803562551,45.783376832928,86.5842711764924,31.9225513965088,938.627574630193
393,28,199.53,74.7063289518989,56.0148061749072,93.3739476314552,36.8625634387905,942.105635621412
394,29,158.49,76.1518161509957,68.926629937801,102.713092727644,42.1489153188666,945.803705612075
395,30,125.89,77.6914930427017,85.2597166835444,115.348113899458,47.6591756051155,949.65177560236
396,31,100.0,79.9901844131768,105.656357595422,132.520547473913,52.8714098627441,953.624850592329
397,32,79.433,83.0282131501625,131.183326931022,155.250602071619,57.6695675841373,957.682926582083
398,33,63.096,86.9177839643136,163.522948554601,185.187623434337,62.0078975943807,961.866004571522
399,34,50.119,93.4540880180864,203.896818104753,224.293510830196,65.3761148143883,966.339085560228
400,35,39.811,102.005259192922,253.28293429541,273.051859009069,68.0637536520534,970.712165549187
401,36,31.623,114.840890668078,315.018727571602,335.298715909066,69.9705425123778,975.240249537755
402,37,25.119,133.963100226197,391.679567591758,413.955306634764,71.118174211168,979.753334526361
403,38,19.953,163.306172616011,486.377953141336,513.061808475788,71.4400178391657,984.676427513931
404,39,15.849,206.238072713039,597.820847627536,632.395373555574,70.9664323724806,996.122639485032
405,40,12.589,270.611137630514,737.137606951119,785.240243104811,69.8412712480367,1000.72072347342
406,41,10.0,363.575242786954,890.307252831852,961.682879962305,67.7863427985252,1011.7389264456
407,42,7.9433,498.246821350638,1060.0457929954,1171.30140366741,64.8253554932065,1017.03702543223
408,43,6.3096,678.766568186266,1242.12506581902,1415.4853348669,61.3453413320768,1022.30512241893
409,44,5.0119,924.288062836116,1418.76928969796,1693.2851858123,56.9168942160125,1027.99322840457
410,45,3.9811,1226.46791596508,1557.18356665164,1982.18167914589,51.7753472870033,1033.73133339008
411,46,3.1623,1572.48324001171,1644.34383214379,2275.20772203925,46.2797156543024,1039.49943937552
412,47,2.5119,1942.40429664672,1655.55309476128,2552.21286361566,40.4416711531448,1045.50755136035
413,48,1.9953,2288.2637074178,1587.28572181158,2784.89259350381,34.7476452845283,1051.72066534466
414,49,1.5849,2597.73378537114,1471.43495251291,2985.52200446343,29.5285272229197,1057.82878132924
415,50,1.2589,2857.02943739448,1327.35468850664,3150.31548820736,24.9192314864349,1064.24689631303
416,51,1.0,3053.59174682086,1160.38969490388,3266.63845570513,20.8071981386803,1075.57611128443
417,52,0.79433,3206.59379624417,1003.22130012282,3359.86558527745,17.3729176856626,1082.33923226736
418,53,0.63096,3322.79503995074,862.14828504957,3432.82195036899,14.545488374349,1089.66736724885
419,54,0.50119,3408.23137320187,740.996606793728,3487.85278711091,12.2660056309097,1096.28049023216
420,55,0.39811,3476.59815365241,641.448813760135,3535.27810824745,10.4537780549367,1104.50864421138
421,56,0.31623,3531.33483450085,563.606061263951,3576.02817461673,9.06800873223432,1113.28680618922
422,57,0.25119,3579.36313570418,500.456324519957,3614.17998859908,7.95933455741975,1120.54993917088
423,58,0.19953,3624.08512583472,458.75352868546,3653.00531061451,7.2143954858809,1130.95813214461
424,59,0.15849,3660.00373783638,421.710534610895,3684.21866017451,6.57271239823424,1139.14128612394
425,60,0.12589,3701.15567053694,407.917220916878,3723.56680572114,6.2893830893977,1148.70946309979
426,61,0.1,3741.97870966244,393.699559706258,3762.63258994017,6.00608415156418,1159.87767007159
427,1,100000.0,58.3027271967414,1.7186065136997,58.3280516297825,1.68843550281733,1181.5790720168
428,2,79433.0,58.3232487591154,1.66683370957807,58.3470623119368,1.63702383168965,1183.50710501193
429,3,63096.0,58.3430307569172,1.68963449765656,58.3674918309692,1.65884208250883,1185.82015000609
430,4,50119.0,58.4312684520472,1.77438648681552,58.4582037041834,1.73937048610097,1188.18819500011
431,5,39811.0,58.5797470428074,1.88450639399019,58.6100514242079,1.84256579654969,1190.42623599446
432,6,31623.0,58.7022292215769,2.08980727870761,58.7394161534203,2.0388764336032,1192.73427598864
433,7,25119.0,58.8382705826277,2.31564006292255,58.883820138095,2.25377061724657,1195.08731998269
434,8,19953.0,59.1052085343788,2.59174200554281,59.1620047202231,2.51079078027126,1197.48536497664
435,9,15849.0,59.3202230506755,2.94723755737256,59.3933924944642,2.84431725878328,1199.93340897046
436,10,12589.0,59.6538831405207,3.33764064791352,59.7471808442667,3.20236572584006,1202.43645596414
437,11,10000.0,59.9452259547775,3.8234794719054,60.0670384657127,3.64954639419323,1204.93950495782
438,12,7943.3,60.3320419319364,4.38234341598106,60.4909928625124,4.15450184316051,1207.51254995132
439,13,6309.6,60.7635717130419,5.01986072706743,60.9705719921106,4.72265162049169,1210.17059894461
440,14,5011.9,61.2673557013231,5.76963319436791,61.5384232965876,5.37975868221901,1212.84364893786
441,15,3981.1,61.8060352093436,6.67277777455032,62.1651988778862,6.16196865749889,1215.52669993109
442,16,3162.3,62.4707712064725,7.68082050376722,62.9411809449308,7.00937339504974,1218.23974892424
443,17,2511.9,63.1867756535767,8.88747086953896,63.8087435697674,8.00635654158021,1221.03280391719
444,18,1995.3,63.9482428851496,10.2603309600274,64.7661343566789,9.11527089827234,1223.85585491006
445,19,1584.9,64.8368715363136,11.8947757900531,65.91893204317,10.3957109940605,1226.98391190216
446,20,1258.9,65.8175511090466,13.796618647479,67.2480239122007,11.8388776953728,1230.22197189399
447,21,1000.0,66.8583451048884,16.1018762231758,68.7699696675142,13.5409988731488,1233.24002688637
448,22,794.33,67.9294441321378,18.8293711902487,70.4908121638657,15.4928481937416,1236.43308887831
449,23,630.96,68.9817269128972,22.1548492206131,72.4521634726916,17.8054511128504,1239.56114587041
450,24,501.19,70.1042794901052,26.2649328011922,74.862919378541,20.5387232544923,1242.71920486244
451,25,398.11,71.1949771552946,31.3561808352693,77.7941826148783,23.7699820175337,1246.3372698533
452,26,316.23,72.2228297955094,37.765819019331,81.5008848410371,27.605380330335,1249.83033784448
453,27,251.19,73.4423631410613,45.8322836310879,86.5700810129228,31.9665490342427,1255.91944982911
454,28,199.53,74.5684248896816,56.0909901128299,93.3094269748007,36.9507896395275,1259.51251282004
455,29,158.49,75.9535212494367,69.0390044459428,102.641714351795,42.2697026307247,1263.31558281043
456,30,125.89,77.5247486330718,85.1170871022187,115.130383337274,47.6727033582348,1267.29365880039
457,31,100.0,79.7702081702664,105.809415010468,132.5100691132,52.9871903529535,1271.22672979046
458,32,79.433,82.6354301425225,131.445526979772,155.262812282367,57.8437909062035,1275.30980778015
459,33,63.096,86.8907170739989,163.469101262198,185.127371777122,62.0074727144873,1279.55288376944
460,34,50.119,92.7965133441624,203.54044080717,223.696007860691,65.491192171233,1284.10096775796
461,35,39.811,100.935522621067,254.092115134382,273.405893682364,68.3350502494117,1288.55405274671
462,36,31.623,113.100611907259,316.645100704,336.237814966792,70.3440775773658,1293.12213673518
463,37,25.119,132.128437972576,393.176955646414,414.784332602444,71.4249042495853,1297.55521872399
464,38,19.953,160.110789975542,488.411396068168,513.98556096047,71.8498462787056,1302.54331271139
465,39,15.849,202.406150017378,601.026007404399,634.192802814199,71.3881364420094,1314.12952868214
466,40,12.589,264.702154045161,739.152797367072,785.120429113722,70.2967614285301,1318.74260967049
467,41,10.0,354.213240978167,898.94754880243,966.216184703069,68.4940201083959,1329.78081564263
468,42,7.9433,484.637174436077,1078.45907365729,1182.348157016,65.8018365837139,1335.00391262944
469,43,6.3096,666.155165219391,1264.72778569576,1429.44012678369,62.2234065663004,1340.35700961592
470,44,5.0119,910.420150605654,1453.78000800219,1715.32538088133,57.943415083792,1346.09011560145
471,45,3.9811,1218.29118449678,1606.09479156563,2015.88042545107,52.818136555821,1351.86822458686
472,46,3.1623,1571.36296164563,1705.07188658218,2318.71768347176,47.3369024067029,1357.65633157225
473,47,2.5119,1953.2751706236,1737.77599843701,2614.41184837401,41.6586233170575,1363.82944355666
474,48,1.9953,2326.34726944998,1691.24513713277,2876.14355204197,36.0170014331741,1370.13756054074
475,49,1.5849,2665.97069286082,1581.79409287383,3099.914883903,30.6818272636785,1376.48568052471
476,50,1.2589,2953.81433116503,1415.85804294814,3275.61797234916,25.6098960232438,1382.94879750839
477,51,1.0,3152.04701566628,1242.45209464047,3388.08022284703,21.5130241367824,1394.10800948022
478,52,0.79433,3320.3321076802,1073.08376367774,3489.42890300989,17.9100892842322,1401.05113546269
479,53,0.63096,3447.52715726926,923.109934283184,3568.97400535243,14.9898867029682,1408.47427044394
480,54,0.50119,3540.35136700591,792.1310183701,3627.88634774088,12.6118482729766,1416.23741742434
481,55,0.39811,3615.3438035668,685.487719289165,3679.75600159646,10.7361292144895,1424.49056740351
482,56,0.31623,3673.9115086844,595.93302891909,3721.92986884497,9.21351246708244,1433.44873338089
483,57,0.25119,3723.71044378149,530.249076901065,3761.27419270143,8.10432225928024,1443.12191235647
484,58,0.19953,3766.67560062714,481.706121063467,3797.35248132562,7.2877854310071,1453.58010933006
485,59,0.15849,3804.2326625884,441.112295883921,3829.72142703414,6.61408231123236,1465.17332330079
486,60,0.12589,3850.76804697084,418.463466350493,3873.4385530484,6.20200269067568,1474.77650027655
487,61,0.1,3883.11676322948,407.023796518884,3904.39037082697,5.98382626742361,1485.93970424836
488,1,100000.0,58.1704973602018,1.72421581386025,58.1960452548625,1.69779144659635,1507.65610919353
489,2,79433.0,58.1627238401491,1.65644821891373,58.1863065094133,1.63131708421191,1509.58914318865
490,3,63096.0,58.2077990709683,1.68771108749245,58.2322611736919,1.66080215705916,1511.89218818284
491,4,50119.0,58.2871753569735,1.760427737528,58.3137540972422,1.72995905059415,1514.29022917678
492,5,39811.0,58.4015211900402,1.90989329714948,58.432742274492,1.8730649071116,1516.57327217102
493,6,31623.0,58.5658830412982,2.06883010059575,58.6024121891936,2.02312267028528,1518.92631616508
494,7,25119.0,58.7265704599034,2.29037739843475,58.7712166507489,2.23344361128383,1521.30435915908
495,8,19953.0,58.9751556793305,2.5918895820138,59.0320834716734,2.51646360058434,1523.73240615295
496,9,15849.0,59.2247185401136,2.93212166561943,59.297256459449,2.83430876409168,1526.27045314654
497,10,12589.0,59.4649629758093,3.33675628207417,59.558507068263,3.21166893447839,1528.77850014021
498,11,10000.0,59.8234337008291,3.82881870401223,59.9458344876913,3.66204903220159,1531.35154613371
499,12,7943.3,60.2241291509252,4.38189197798774,60.383331386187,4.16149273884079,1533.91959712723
500,13,6309.6,60.6400573463289,5.04181118417571,60.8492926415989,4.75282541058269,1536.56764312054
501,14,5011.9,61.1622569313404,5.77500439411909,61.4342929371486,5.39393589601362,1539.2356951138
502,15,3981.1,61.7239681179747,6.64803835424066,62.0809524265553,6.14739809639914,1541.93874410698
503,16,3162.3,62.3536706101214,7.6924380400514,62.8263785487875,7.03292109894547,1544.66679410009
504,17,2511.9,63.0263577398095,8.86317773928407,63.6465057138613,8.00481459861262,1547.50484509293
505,18,1995.3,63.8211875710968,10.2819658586837,64.6441242875504,9.15204452475858,1550.35289908574
506,19,1584.9,64.7223509857801,11.911094544691,65.8092462377369,10.4276768539292,1553.4559560779
507,20,1258.9,65.6695546207085,13.8149169416898,67.1069469890265,11.8800922810572,1556.70901706969
508,21,1000.0,66.6984760742215,16.0959529953497,68.6131650155566,13.5674478549826,1559.74207206203
509,22,794.33,67.7431287990949,18.8278536921499,70.3108780640931,15.5322122430121,1562.99513505382
510,23,630.96,68.8125297616106,22.1572183159397,72.2918154128997,17.8482445109006,1566.09819204598
511,24,501.19,69.8955717577958,26.2554239716301,74.6641697153276,20.5880801275692,1569.27125003797
512,25,398.11,71.004528205248,31.3637446003879,77.6229830720787,23.831752811795,1572.83931602896
513,26,316.23,72.065954162395,37.7845119275699,81.370578779686,27.668229797677,1576.28237802027
514,27,251.19,73.1891275856044,45.9180894184715,86.4009220586484,32.1037279652952,1582.38149600487
515,28,199.53,74.4007860118568,56.147931769928,93.2098020662129,37.0407060770693,1585.87455699605
516,29,158.49,75.7030420051862,69.0561558498231,102.46805955806,42.3710049553871,1589.65262498651
517,30,125.89,77.3480672083118,85.1749368101848,115.054306140537,47.7571505558524,1593.65070197642
518,31,100.0,79.406224940076,105.8894561309,132.355300154288,53.1338658138383,1597.64877296632
519,32,79.433,82.2391190244905,131.581927303998,155.167897101685,57.9944870148863,1601.95685595545
520,33,63.096,86.1371034376974,164.141754599109,185.37021387351,62.3107397926956,1606.30993594446
521,34,50.119,92.268744242633,204.558955531733,224.405631507648,65.7216798190914,1611.1630259322
522,35,39.811,100.100216962044,254.584988443667,273.55725136927,68.5357547522319,1615.69110792077
523,36,31.623,112.019975269104,317.421591396839,336.607993880408,70.5617588264424,1620.37419390895
524,37,25.119,130.669167973345,394.298313148846,415.386074888015,71.6649728837338,1624.92727989745
525,38,19.953,157.729519020166,490.194439201383,514.945812095108,72.1634189034058,1630.06537388448
526,39,15.849,198.911040059744,605.58883482845,637.419358606663,71.816773884801,1641.79159285487
527,40,12.589,261.908789353867,746.274968488113,790.899830909542,70.6612319493544,1646.53968184289
528,41,10.0,347.89570263703,905.768869431396,970.282775660963,68.9887753109737,1659.90392780915
529,42,7.9433,477.069757781741,1085.47584850317,1185.68687749912,66.2743730488583,1669.20609978566
530,43,6.3096,654.56017879981,1284.04355128931,1441.25531023414,62.9891146868159,1674.41419677251
531,44,5.0119,899.640744280881,1476.96475233039,1729.3866971839,58.6537972065822,1680.05230075828
532,45,3.9811,1204.49917030216,1646.64061123188,2040.15772768104,53.8149477369383,1685.79040674379
533,46,3.1623,1564.45661382567,1757.29755939308,2352.78966522547,48.3225169964259,1691.648516729
534,47,2.5119,1965.7373399229,1801.29221307206,2666.2289711203,42.5004089027449,1697.81162971344
535,48,1.9953,2351.20376536895,1748.25880922094,2929.94334592049,36.6329809540334,1703.95974169792
536,49,1.5849,2713.48805639491,1619.0897818469,3159.82106358554,30.8237717329055,1710.43286368157
537,50,1.2589,2999.42365813713,1483.984689705,3346.45377082541,26.3242082979857,1716.65597666586
538,51,1.0,3230.37356416536,1307.55301679032,3484.96890312896,22.0365448398033,1728.22019563666
539,52,0.79433,3411.52177906957,1131.12383013884,3594.15107753888,18.3434511550343,1735.30832261877
540,53,0.63096,3541.56135032286,971.013925568941,3672.264266328,15.3323917896837,1742.70646160009
541,54,0.50119,3642.93040293812,834.407291936266,3737.26871518323,12.9009691175385,1750.61960658011
542,55,0.39811,3720.38195155018,719.333203943811,3789.28517318456,10.9430666416986,1758.88775955924
543,56,0.31623,3781.64880876802,625.125174116436,3832.96871839187,9.38639215988333,1766.91090753898
544,57,0.25119,3828.22393583312,554.303178095546,3868.14561723476,8.23881706093822,1773.2790275229
545,58,0.19953,3874.45915764096,499.320990947078,3906.50165957065,7.34351749177461,1781.30717550263
546,59,0.15849,3925.07175188457,457.661735665414,3951.66326016457,6.65063310763835,1789.64032848159
547,60,0.12589,3955.02911326548,431.624529077071,3978.51165901001,6.22821714476921,1799.00850145794
548,61,0.1,4004.00617014132,409.967928595034,4024.93964091466,5.84610986213383,1810.20170842968
549,1,100000.0,58.0485242976353,1.7057100268397,58.0735793612622,1.68310691150882,1831.98811437467
550,2,79433.0,58.0693054533632,1.67444037775259,58.0934418537467,1.6516779264189,1834.02114936954
551,3,63096.0,58.0875498400156,1.69271262366247,58.1122080327585,1.6691675034818,1836.38919636356
552,4,50119.0,58.1737735145954,1.7570480404103,58.200301912823,1.73000366576057,1838.77223835755
553,5,39811.0,58.3425213081781,1.89169053255458,58.3731812193422,1.85710049671005,1841.08028235172
554,6,31623.0,58.4784256419339,2.06518852969728,58.5148807503048,2.02258235808692,1843.41832534582
555,7,25119.0,58.637979808479,2.30623438435231,58.6833144348132,2.25228474760381,1845.83136833972
556,8,19953.0,58.8789093989168,2.5846314506534,58.9356114055124,2.51352247801095,1848.29441633351
557,9,15849.0,59.0888607748408,2.95149033363188,59.1625283676927,2.85954925512048,1850.77746032724
558,10,12589.0,59.3907512460297,3.32983294521945,59.4840240821924,3.20901551213996,1853.30050732087
559,11,10000.0,59.6987948258709,3.80204527520638,59.8197429945679,3.64408256747215,1855.92855831423
560,12,7943.3,60.1298868862672,4.36491528909829,60.2881064757909,4.15190072537914,1858.55160530761
561,13,6309.6,60.5807997626622,5.03061667970394,60.7893115939134,4.74693828516912,1861.15465230104
562,14,5011.9,61.0455042054672,5.79064743184368,61.3195334406552,5.41874264369611,1863.81770229431
563,15,3981.1,61.5855266536458,6.65945536158565,61.944535182047,6.17161020372322,1866.49075128756
564,16,3162.3,62.2270856035572,7.67196822213395,62.6982398406356,7.0285193601466,1869.18880128075
565,17,2511.9,62.9143860558991,8.86686060204648,63.5361408154983,8.02216466158482,1871.98685527369
566,18,1995.3,63.7437359051329,10.261790802223,64.5644501069429,9.14530088376554,1874.77490526665
567,19,1584.9,64.616401688599,11.8807192756962,65.699549904777,10.4183477959198,1877.82296325895
568,20,1258.9,65.5452284072871,13.804815763866,66.9832061433141,11.8935297977943,1880.98602025097
569,21,1000.0,66.5996379695165,16.0941562224245,68.5166668934097,13.5853764735367,1883.97407724342
570,22,794.33,67.6609365345544,18.8222450072631,70.2301875253544,15.5457595598644,1887.12213323547
571,23,630.96,68.7170821257469,22.1476027276932,72.1980171643264,17.8641969829876,1890.11519022792
572,24,501.19,69.7727541260012,26.2650091165966,74.5525849466155,20.628167654365,1893.16324722022
573,25,398.11,70.8498846410162,31.3520025450883,77.4767979283639,23.870018043897,1896.68131021134
574,26,316.23,71.9465362342215,37.7664819502442,81.2564534975547,27.6960705620657,1900.23437920237
575,27,251.19,73.0597435202506,45.8901160343988,86.2764676658438,32.1336559039468,1907.508515184
576,28,199.53,74.2624153528422,56.1926630999329,93.1263749981744,37.1139555855401,1911.71659117338
577,29,158.49,75.5706859527151,69.1342124046855,102.42298521416,42.4531625870192,1916.17467216212
578,30,125.89,77.2103832264229,85.5762335023814,115.259424857255,47.9419285663614,1920.69275715072
579,31,100.0,79.2197005355593,106.099761404137,132.411934216514,53.2530334032638,1925.46584313867
580,32,79.433,82.0062845507419,131.849271508538,155.271572102396,58.119629401045,1930.26393412655
